GENESIS-Tabelle: 23211-0002
Gestorbene: Deutschland, Jahre, Todesursachen, Geschlecht;;;;
Todesursachenstatistik;;;;
Deutschland;;;;
Gestorbene (Anzahl);;;;
;;Geschlecht;Geschlecht;Geschlecht
2016;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;9734;4749;14483
2016;Krankheiten der Haut und der Unterhaut;592;1002;1594
2016;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;1503;2508;4011
2016;Chronische Polyarthritis und Arthrose;360;669;1029
2016;Krankheiten des Urogenitalsystems;10458;13344;23802
2016;Krankheiten der Niere;7959;10094;18053
2016;Schwangerschaft, Geburt und Wochenbett;-;23;23
2016;Best.Zustände mit Ursprung in der Perinatalperiode;848;653;1501
2016;Angeb. Fehlbildungen,Deformitäten,Chromosomenanom.;1039;962;2001
2016;Angeborene Fehlbildungen des Nervensystems;109;86;195
2016;Angeborene Fehlbildungen des Kreislaufsystems;290;278;568
2016;Symptome und abnorme klinische und Laborbefunde;17148;12746;29894
2016;Plötzlicher Kindstod;81;56;137
2016;Sonst. ungenau bezeichnete u. unbek. Todesursachen;15626;9602;25228
2016;Äußere Ursachen von Morbidität und Mortalität;22643;15740;38383
2016;Unfälle einschließlich Spätfolgen;14162;12556;26718
2016;Transportmittelunfälle;2621;926;3547
2016;Stürze;6721;7714;14435
2016;Ertrinken und Untergehen;336;111;447
2016;Exposition gegenüber Rauch, Feuer und Flammen;194;131;325
2016;Akzid. Vergiftung: schädl. Substanzen (inkl. Exp.);694;253;947
2016;Vorsätzliche Selbstbeschädigung;7374;2464;9838
2016;Tätlicher Angriff;189;183;372
2016;Ereignis, dessen nähere Umstände unbestimmt sind;890;523;1413
2016;Insgesamt;448304;462598;910902
2017;Bestimmte infektiöse und parasitäre Krankheiten;8193;9092;17285
2017;Tuberkulose einschließlich ihrer Folgezustände;171;117;288
2017;Meningokokkeninfektion;13;14;27
2017;Virushepatitis;418;320;738
2017;HIV-Krankheit;243;68;311
2017;Neubildungen;126998;108688;235686
2017;Bösartige Neubildungen (BN);123126;104469;227595
2017;BN der Lippe, der Mundhöhle und des Pharynx;3963;1402;5365
2017;BN des Ösophagus;4266;1233;5499
2017;BN des Magens;5266;3700;8966
2017;BN des Dickdarms;8043;7672;15715
2017;BN des Rektums, des Anus und am Rektosigmoid;4703;3281;7984
2017;BN der Leber, der Gallenwege und des Pankreas;15887;13827;29714
2017;BN der Leber und der intrahepatischen Gallengänge;5213;2697;7910
2017;BN des Pankreas;8947;9058;18005
2017;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;29874;16582;46456
2017;BN der Bronchien und der Lunge;28664;16368;45032
2017;Melanom und sonstige bösartige Neubild. der Haut;2120;1644;3764
2017;Bösartiges Melanom der Haut;1593;1242;2835
2017;BN der Brustdrüse;192;18398;18590
2017;BN der Genital- und Harnorgane;24696;16272;40968
2017;BN der Cervix uteri;-;1587;1587
2017;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;-;2707;2707
2017;BN des Ovars;-;5373;5373
2017;BN der Prostata;14318;-;14318
2017;BN der Niere, ausgenommen Nierenbecken;3155;1985;5140
2017;BN der Harnblase;3848;1858;5706
2017;BN d. lymphat., blutbild. u. verwandten Gewebes;10761;8776;19537
2017;Leukämie;4521;3653;8174
2017;Gutartige Neubildungen;304;464;768
2017;Krankheiten des Blutes u. der blutbildenden Organe;1631;2053;3684
2017;Endokrine, Ernährungs- u. Stoffwechselkrankheiten;15120;18788;33908
2017;Diabetes mellitus;11412;13443;24855
2017;Psychische und Verhaltensstörungen;19992;32645;52637
2017;Psychische und Verhaltensstörungen durch Alkohol;4031;1081;5112
2017;Psych. u. Verhaltensstörungen d.a.psychotr. Subst.;534;137;671
2017;Krankheiten d. Nervensystems u. d. Sinnesorgane;16351;16042;32393
2017;Meningitis;60;66;126
2017;Krankheiten des Kreislaufsystems;156177;188347;344524
2017;Hypertonie (Hochdruckkrankheit);13700;29878;43578
2017;Ischämische Herzkrankheiten;68794;56820;125614
2017;Akuter oder rezidivierender Myokardinfarkt;27130;19836;46966
2017;Sonstige Formen der Herzkrankheit;32002;46556;78558
2017;Sonstige Krankheiten des Endokards;5784;8122;13906
2017;Zerebrovaskuläre Krankheiten;23780;31624;55404
2017;Schlaganfall, nicht als Blutung oder Infarkt bez.;4898;7689;12587
2017;Krankheiten der Arterien, Arteriolen und Kapillare;6225;6515;12740
2017;Krankheiten des Atmungssystems;36210;32198;68408
2017;Grippe;617;559;1176
2017;Pneumonie;9716;9862;19578
2017;Chronische Krankheiten der unteren Atemwege;19104;16409;35513
2017;Asthma;324;647;971
2017;COVID-19, Virus nachgewiesen;-;-;-
2017;COVID-19, Virus nicht nachgewiesen;-;-;-
2017;Krankheiten des Verdauungssystems;21747;19291;41038
2017;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;1150;1178;2328
2017;Krankheiten der Leber;10381;5491;15872
2017;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;9599;4723;14322
2017;Krankheiten der Haut und der Unterhaut;599;966;1565
2017;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;1753;3059;4812
2017;Chronische Polyarthritis und Arthrose;403;820;1223
2017;Krankheiten des Urogenitalsystems;10532;12939;23471
2017;Krankheiten der Niere;7842;9774;17616
2017;Schwangerschaft, Geburt und Wochenbett;-;22;22
2017;Best.Zustände mit Ursprung in der Perinatalperiode;838;645;1483
2017;Angeb. Fehlbildungen,Deformitäten,Chromosomenanom.;1076;994;2070
2017;Angeborene Fehlbildungen des Nervensystems;87;93;180
2017;Angeborene Fehlbildungen des Kreislaufsystems;327;283;610
2017;Symptome und abnorme klinische und Laborbefunde;17006;12423;29429
2017;Plötzlicher Kindstod;73;57;130
2017;Sonst. ungenau bezeichnete u. unbek. Todesursachen;15534;9634;25168
2017;Äußere Ursachen von Morbidität und Mortalität;23538;16315;39853
2017;Unfälle einschließlich Spätfolgen;15221;13203;28424
2017;Transportmittelunfälle;2514;893;3407
2017;Stürze;6979;7699;14678
2017;Ertrinken und Untergehen;277;105;382
2017;Exposition gegenüber Rauch, Feuer und Flammen;212;123;335
2017;Akzid. Vergiftung: schädl. Substanzen (inkl. Exp.);815;281;1096
2017;Vorsätzliche Selbstbeschädigung;6985;2250;9235
2017;Tätlicher Angriff;182;170;352
2017;Ereignis, dessen nähere Umstände unbestimmt sind;1123;677;1800
2017;Insgesamt;457756;474507;932263
2018;Bestimmte infektiöse und parasitäre Krankheiten;8486;9311;17797
2018;Tuberkulose einschließlich ihrer Folgezustände;187;104;291
2018;Meningokokkeninfektion;14;15;29
2018;Virushepatitis;381;293;674
2018;HIV-Krankheit;243;51;294
2018;Neubildungen;128749;109596;238345
2018;Bösartige Neubildungen (BN);124810;105221;230031
2018;BN der Lippe, der Mundhöhle und des Pharynx;3970;1442;5412
2018;BN des Ösophagus;4278;1358;5636
2018;BN des Magens;5187;3674;8861
2018;BN des Dickdarms;8261;7687;15948
2018;BN des Rektums, des Anus und am Rektosigmoid;4869;3388;8257
2018;BN der Leber, der Gallenwege und des Pankreas;16196;13849;30045
2018;BN der Leber und der intrahepatischen Gallengänge;5301;2689;7990
2018;BN des Pankreas;9189;9143;18332
2018;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;29566;16717;46283
2018;BN der Bronchien und der Lunge;28350;16503;44853
2018;Melanom und sonstige bösartige Neubild. der Haut;2302;1606;3908
2018;Bösartiges Melanom der Haut;1766;1176;2942
2018;BN der Brustdrüse;195;18591;18786
2018;BN der Genital- und Harnorgane;25436;16221;41657
2018;BN der Cervix uteri;-;1612;1612
2018;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;-;2631;2631
2018;BN des Ovars;-;5326;5326
2018;BN der Prostata;14963;-;14963
2018;BN der Niere, ausgenommen Nierenbecken;3108;1931;5039
2018;BN der Harnblase;3862;1840;5702
2018;BN d. lymphat., blutbild. u. verwandten Gewebes;10973;8940;19913
2018;Leukämie;4588;3682;8270
2018;Gutartige Neubildungen;316;449;765
2018;Krankheiten des Blutes u. der blutbildenden Organe;1622;2159;3781
2018;Endokrine, Ernährungs- u. Stoffwechselkrankheiten;15596;19044;34640
2018;Diabetes mellitus;11652;13204;24856
2018;Psychische und Verhaltensstörungen;21726;36327;58053
2018;Psychische und Verhaltensstörungen durch Alkohol;3992;1111;5103
2018;Psych. u. Verhaltensstörungen d.a.psychotr. Subst.;557;167;724
2018;Krankheiten d. Nervensystems u. d. Sinnesorgane;17578;17314;34892
2018;Meningitis;65;75;140
2018;Krankheiten des Kreislaufsystems;157282;187992;345274
2018;Hypertonie (Hochdruckkrankheit);14296;29979;44275
2018;Ischämische Herzkrankheiten;68174;55801;123975
2018;Akuter oder rezidivierender Myokardinfarkt;26884;19323;46207
2018;Sonstige Formen der Herzkrankheit;32310;46656;78966
2018;Sonstige Krankheiten des Endokards;6325;8587;14912
2018;Zerebrovaskuläre Krankheiten;23759;31528;55287
2018;Schlaganfall, nicht als Blutung oder Infarkt bez.;4722;7302;12024
2018;Krankheiten der Arterien, Arteriolen und Kapillare;6426;6483;12909
2018;Krankheiten des Atmungssystems;38253;33466;71719
2018;Grippe;1528;1501;3029
2018;Pneumonie;10248;9979;20227
2018;Chronische Krankheiten der unteren Atemwege;19561;16776;36337
2018;Asthma;360;674;1034
2018;COVID-19, Virus nachgewiesen;-;-;-
2018;COVID-19, Virus nicht nachgewiesen;-;-;-
2018;Krankheiten des Verdauungssystems;21904;19170;41074
2018;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;1192;1234;2426
2018;Krankheiten der Leber;10302;5476;15778
2018;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;9500;4670;14170
2018;Krankheiten der Haut und der Unterhaut;599;998;1597
2018;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;1911;3302;5213
2018;Chronische Polyarthritis und Arthrose;432;908;1340
2018;Krankheiten des Urogenitalsystems;11004;13715;24719
2018;Krankheiten der Niere;8063;10339;18402
2018;Schwangerschaft, Geburt und Wochenbett;-;25;25
2018;Best.Zustände mit Ursprung in der Perinatalperiode;847;617;1464
2018;Angeb. Fehlbildungen,Deformitäten,Chromosomenanom.;1098;1036;2134
2018;Angeborene Fehlbildungen des Nervensystems;71;95;166
2018;Angeborene Fehlbildungen des Kreislaufsystems;297;309;606
2018;Symptome und abnorme klinische und Laborbefunde;18868;13725;32593
2018;Plötzlicher Kindstod;73;46;119
2018;Sonst. ungenau bezeichnete u. unbek. Todesursachen;17270;10718;27988
2018;Äußere Ursachen von Morbidität und Mortalität;24509;17045;41554
2018;Unfälle einschließlich Spätfolgen;16007;13867;29874
2018;Transportmittelunfälle;2739;883;3622
2018;Stürze;7768;8433;16201
2018;Ertrinken und Untergehen;321;123;444
2018;Exposition gegenüber Rauch, Feuer und Flammen;194;112;306
2018;Akzid. Vergiftung: schädl. Substanzen (inkl. Exp.);806;314;1120
2018;Vorsätzliche Selbstbeschädigung;7111;2285;9396
2018;Tätlicher Angriff;169;166;335
2018;Ereignis, dessen nähere Umstände unbestimmt sind;1181;709;1890
2018;Insgesamt;470032;484842;954874
2019;Bestimmte infektiöse und parasitäre Krankheiten;7895;8299;16194
2019;Tuberkulose einschließlich ihrer Folgezustände;182;104;286
2019;Meningokokkeninfektion;12;8;20
2019;Virushepatitis;338;246;584
2019;HIV-Krankheit;232;53;285
2019;Neubildungen;129282;110309;239591
2019;Bösartige Neubildungen (BN);125191;106127;231318
2019;BN der Lippe, der Mundhöhle und des Pharynx;3888;1479;5367
2019;BN des Ösophagus;4510;1332;5842
2019;BN des Magens;5099;3428;8527
2019;BN des Dickdarms;8138;7692;15830
2019;BN des Rektums, des Anus und am Rektosigmoid;4733;3404;8137
2019;BN der Leber, der Gallenwege und des Pankreas;16794;14318;31112
2019;BN der Leber und der intrahepatischen Gallengänge;5519;2649;8168
2019;BN des Pankreas;9584;9638;19222
2019;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;29099;17212;46311
2019;BN der Bronchien und der Lunge;27858;16989;44847
2019;Melanom und sonstige bösartige Neubild. der Haut;2420;1677;4097
2019;Bösartiges Melanom der Haut;1789;1232;3021
2019;BN der Brustdrüse;193;18519;18712
2019;BN der Genital- und Harnorgane;25714;16267;41981
2019;BN der Cervix uteri;-;1597;1597
2019;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;-;2659;2659
2019;BN des Ovars;-;5291;5291
2019;BN der Prostata;15040;-;15040
2019;BN der Niere, ausgenommen Nierenbecken;3230;1920;5150
2019;BN der Harnblase;3824;1814;5638
2019;BN d. lymphat., blutbild. u. verwandten Gewebes;10851;8866;19717
2019;Leukämie;4590;3670;8260
2019;Gutartige Neubildungen;322;507;829
2019;Krankheiten des Blutes u. der blutbildenden Organe;1611;2183;3794
2019;Endokrine, Ernährungs- u. Stoffwechselkrankheiten;15300;18326;33626
2019;Diabetes mellitus;11353;12542;23895
2019;Psychische und Verhaltensstörungen;21766;36073;57839
2019;Psychische und Verhaltensstörungen durch Alkohol;3760;1046;4806
2019;Psych. u. Verhaltensstörungen d.a.psychotr. Subst.;507;155;662
2019;Krankheiten d. Nervensystems u. d. Sinnesorgane;17207;17018;34225
2019;Meningitis;69;57;126
2019;Krankheiten des Kreislaufsystems;152615;178596;331211
2019;Hypertonie (Hochdruckkrankheit);14116;29161;43277
2019;Ischämische Herzkrankheiten;66532;52550;119082
2019;Akuter oder rezidivierender Myokardinfarkt;25921;18361;44282
2019;Sonstige Formen der Herzkrankheit;30488;43117;73605
2019;Sonstige Krankheiten des Endokards;6440;8716;15156
2019;Zerebrovaskuläre Krankheiten;22942;30177;53119
2019;Schlaganfall, nicht als Blutung oder Infarkt bez.;4159;6543;10702
2019;Krankheiten der Arterien, Arteriolen und Kapillare;6155;5950;12105
2019;Krankheiten des Atmungssystems;36087;30934;67021
2019;Grippe;900;759;1659
2019;Pneumonie;9527;8987;18514
2019;Chronische Krankheiten der unteren Atemwege;18847;16247;35094
2019;Asthma;403;674;1077
2019;COVID-19, Virus nachgewiesen;-;-;-
2019;COVID-19, Virus nicht nachgewiesen;-;-;-
2019;Krankheiten des Verdauungssystems;21959;19462;41421
2019;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;1181;1256;2437
2019;Krankheiten der Leber;10130;5440;15570
2019;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;9403;4620;14023
2019;Krankheiten der Haut und der Unterhaut;687;1032;1719
2019;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;2059;3308;5367
2019;Chronische Polyarthritis und Arthrose;451;941;1392
2019;Krankheiten des Urogenitalsystems;11085;13655;24740
2019;Krankheiten der Niere;8077;10202;18279
2019;Schwangerschaft, Geburt und Wochenbett;-;25;25
2019;Best.Zustände mit Ursprung in der Perinatalperiode;846;626;1472
2019;Angeb. Fehlbildungen,Deformitäten,Chromosomenanom.;1114;970;2084
2019;Angeborene Fehlbildungen des Nervensystems;98;105;203
2019;Angeborene Fehlbildungen des Kreislaufsystems;316;285;601
2019;Symptome und abnorme klinische und Laborbefunde;21822;15590;37412
2019;Plötzlicher Kindstod;75;32;107
2019;Sonst. ungenau bezeichnete u. unbek. Todesursachen;20287;12781;33068
2019;Äußere Ursachen von Morbidität und Mortalität;24550;17229;41779
2019;Unfälle einschließlich Spätfolgen;16077;13988;30065
2019;Transportmittelunfälle;2547;826;3373
2019;Stürze;7991;8666;16657
2019;Ertrinken und Untergehen;279;120;399
2019;Exposition gegenüber Rauch, Feuer und Flammen;222;121;343
2019;Akzid. Vergiftung: schädl. Substanzen (inkl. Exp.);882;326;1208
2019;Vorsätzliche Selbstbeschädigung;6842;2199;9041
2019;Tätlicher Angriff;180;144;324
2019;Ereignis, dessen nähere Umstände unbestimmt sind;1379;853;2232
2019;Insgesamt;465885;473635;939520
2020;Bestimmte infektiöse und parasitäre Krankheiten;7362;7723;15085
2020;Tuberkulose einschließlich ihrer Folgezustände;167;108;275
2020;Meningokokkeninfektion;8;9;17
2020;Virushepatitis;282;241;523
2020;HIV-Krankheit;231;41;272
2020;Neubildungen;129916;109636;239552
2020;Bösartige Neubildungen (BN);125891;105380;231271
2020;BN der Lippe, der Mundhöhle und des Pharynx;3955;1397;5352
2020;BN des Ösophagus;4556;1398;5954
2020;BN des Magens;5032;3321;8353
2020;BN des Dickdarms;8235;7457;15692
2020;BN des Rektums, des Anus und am Rektosigmoid;4771;3262;8033
2020;BN der Leber, der Gallenwege und des Pankreas;16862;14357;31219
2020;BN der Leber und der intrahepatischen Gallengänge;5676;2781;8457
2020;BN des Pankreas;9448;9474;18922
2020;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;28821;17264;46085
2020;BN der Bronchien und der Lunge;27732;17054;44786
2020;Melanom und sonstige bösartige Neubild. der Haut;2395;1593;3988
2020;Bösartiges Melanom der Haut;1778;1162;2940
2020;BN der Brustdrüse;166;18425;18591
2020;BN der Genital- und Harnorgane;26202;16489;42691
2020;BN der Cervix uteri;-;1546;1546
2020;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;-;2758;2758
2020;BN des Ovars;-;5265;5265
2020;BN der Prostata;15403;-;15403
2020;BN der Niere, ausgenommen Nierenbecken;3121;2034;5155
2020;BN der Harnblase;3942;1935;5877
2020;BN d. lymphat., blutbild. u. verwandten Gewebes;11246;8815;20061
2020;Leukämie;4784;3573;8357
2020;Gutartige Neubildungen;354;481;835
2020;Krankheiten des Blutes u. der blutbildenden Organe;1978;2413;4391
2020;Endokrine, Ernährungs- u. Stoffwechselkrankheiten;16651;19977;36628
2020;Diabetes mellitus;12167;13640;25807
2020;Psychische und Verhaltensstörungen;22692;36921;59613
2020;Psychische und Verhaltensstörungen durch Alkohol;3850;1162;5012
2020;Psych. u. Verhaltensstörungen d.a.psychotr. Subst.;552;143;695
2020;Krankheiten d. Nervensystems u. d. Sinnesorgane;17864;17566;35430
2020;Meningitis;47;55;102
2020;Krankheiten des Kreislaufsystems;157556;180445;338001
2020;Hypertonie (Hochdruckkrankheit);16118;31782;47900
2020;Ischämische Herzkrankheiten;68599;52863;121462
2020;Akuter oder rezidivierender Myokardinfarkt;26444;18085;44529
2020;Sonstige Formen der Herzkrankheit;31084;42474;73558
2020;Sonstige Krankheiten des Endokards;6219;8485;14704
2020;Zerebrovaskuläre Krankheiten;23329;29979;53308
2020;Schlaganfall, nicht als Blutung oder Infarkt bez.;4326;6592;10918
2020;Krankheiten der Arterien, Arteriolen und Kapillare;5996;5894;11890
2020;Krankheiten des Atmungssystems;33905;27443;61348
2020;Grippe;730;577;1307
2020;Pneumonie;8611;7288;15899
2020;Chronische Krankheiten der unteren Atemwege;17870;15052;32922
2020;Asthma;389;657;1046
2020;COVID-19, Virus nachgewiesen;20247;18263;38510
2020;COVID-19, Virus nicht nachgewiesen;693;555;1248
2020;Krankheiten des Verdauungssystems;22667;19840;42507
2020;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;1275;1294;2569
2020;Krankheiten der Leber;10569;5717;16286
2020;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;9817;4883;14700
2020;Krankheiten der Haut und der Unterhaut;705;1016;1721
2020;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;2233;3480;5713
2020;Chronische Polyarthritis und Arthrose;487;952;1439
2020;Krankheiten des Urogenitalsystems;11537;13853;25390
2020;Krankheiten der Niere;8072;10191;18263
2020;Schwangerschaft, Geburt und Wochenbett;-;28;28
2020;Best.Zustände mit Ursprung in der Perinatalperiode;737;614;1351
2020;Angeb. Fehlbildungen,Deformitäten,Chromosomenanom.;1054;976;2030
2020;Angeborene Fehlbildungen des Nervensystems;77;83;160
2020;Angeborene Fehlbildungen des Kreislaufsystems;303;281;584
2020;Symptome und abnorme klinische und Laborbefunde;20419;14810;35229
2020;Plötzlicher Kindstod;54;30;84
2020;Sonst. ungenau bezeichnete u. unbek. Todesursachen;18812;11933;30745
2020;Äußere Ursachen von Morbidität und Mortalität;24579;17215;41794
2020;Unfälle einschließlich Spätfolgen;16055;13860;29915
2020;Transportmittelunfälle;2319;722;3041
2020;Stürze;8383;8828;17211
2020;Ertrinken und Untergehen;265;106;371
2020;Exposition gegenüber Rauch, Feuer und Flammen;217;119;336
2020;Akzid. Vergiftung: schädl. Substanzen (inkl. Exp.);896;307;1203
2020;Vorsätzliche Selbstbeschädigung;6944;2262;9206
2020;Tätlicher Angriff;194;170;364
2020;Ereignis, dessen nähere Umstände unbestimmt sind;1343;896;2239
2020;Insgesamt;492797;492775;985572
__________
"Todesursachen:
Die ausgewählten Todesursachen ermöglichen einen zeitlichen
Vergleich nach der Umstellung der ICD-Systematik (1980-1997
ICD9, ab 1998 ICD-10).
""Insgesamt"" enthält die Angaben zu allen Gestorbenen eines
Berichtsjahres."
© Statistisches Bundesamt (Destatis), 2022
